timestamp_16,heart_rate
2020-12-15 17:23:00,82
2020-12-15 17:24:00,80
2020-12-15 17:26:00,81
2020-12-15 17:27:00,74
2020-12-15 17:28:00,78
2020-12-15 17:29:00,81
2020-12-15 17:30:00,79
2020-12-15 17:31:00,80
2020-12-15 17:32:00,77
2020-12-15 17:33:00,80
2020-12-15 17:35:00,77
2020-12-15 17:36:00,76
2020-12-15 17:37:00,77
2020-12-15 17:38:00,78
2020-12-15 17:39:00,79
2020-12-15 17:40:00,80
2020-12-15 17:41:00,77
2020-12-15 17:42:00,80
2020-12-15 17:43:00,78
2020-12-15 17:44:00,79
2020-12-15 17:45:00,78
2020-12-15 17:47:00,77
2020-12-15 17:48:00,75
2020-12-15 17:51:00,76
2020-12-15 17:52:00,78
2020-12-15 17:53:00,76
2020-12-15 17:55:00,78
2020-12-15 17:57:00,75
2020-12-15 17:58:00,78
2020-12-15 18:01:00,72
