timestamp_16,heart_rate
2020-12-13 13:47:00,78
2020-12-13 13:48:00,82
2020-12-13 13:49:00,83
2020-12-13 13:51:00,84
2020-12-13 13:52:00,83
2020-12-13 13:54:00,88
2020-12-13 13:55:00,85
2020-12-13 13:57:00,83
2020-12-13 13:58:00,82
2020-12-13 13:59:00,83
2020-12-13 14:00:00,80
2020-12-13 14:01:00,81
2020-12-13 14:02:00,82
2020-12-13 14:03:00,80
2020-12-13 14:05:00,82
2020-12-13 14:06:00,78
2020-12-13 14:09:00,83
2020-12-13 14:10:00,77
2020-12-13 14:11:00,78
2020-12-13 14:12:00,80
2020-12-13 14:13:00,81
2020-12-13 14:14:00,80
2020-12-13 14:15:00,81
2020-12-13 14:16:00,80
2020-12-13 14:17:00,81
2020-12-13 14:18:00,78
2020-12-13 14:19:00,79
2020-12-13 14:20:00,78
2020-12-13 14:23:00,75
2020-12-13 14:24:00,73
2020-12-13 14:25:00,72
2020-12-13 14:26:00,71
2020-12-13 14:28:00,72
2020-12-13 14:29:00,73
2020-12-13 14:30:00,72
2020-12-13 14:31:00,73
2020-12-13 14:32:00,74
2020-12-13 14:33:00,72
2020-12-13 14:35:00,71
2020-12-13 14:36:00,73
2020-12-13 14:37:00,81
2020-12-13 14:38:00,0
