timestamp_16,heart_rate
2020-11-30 11:15:00,85.0
2020-11-30 11:16:00,87.0
2020-11-30 11:17:00,91.0
2020-11-30 11:19:00,85.0
2020-11-30 11:23:00,82.0
2020-11-30 11:24:00,84.0
2020-11-30 11:25:00,83.0
2020-11-30 11:26:00,85.0
2020-11-30 11:27:00,86.0
2020-11-30 11:29:00,81.0
2020-11-30 11:30:00,83.0
2020-11-30 11:31:00,82.0
2020-11-30 11:32:00,86.0
2020-11-30 11:34:00,88.0
2020-11-30 11:35:00,89.0
2020-11-30 11:36:00,86.0
2020-11-30 11:38:00,84.0
2020-11-30 11:39:00,81.0
2020-11-30 11:40:00,82.0
2020-11-30 11:41:00,83.0
2020-11-30 11:42:00,84.0
2020-11-30 11:44:00,82.0
2020-11-30 11:45:00,81.0
2020-11-30 11:46:00,84.0
2020-11-30 11:47:00,85.0
2020-11-30 11:48:00,86.0
2020-11-30 11:49:00,84.0
2020-11-30 11:51:00,82.0
2020-11-30 11:52:00,87.0
2020-11-30 11:53:00,0.0
