timestamp_16,heart_rate
2020-11-23 15:26:00,88.0
2020-11-23 15:27:00,84.0
2020-11-23 15:28:00,70.0
2020-11-23 15:30:00,78.0
2020-11-23 15:31:00,76.0
2020-11-23 15:32:00,84.0
2020-11-23 15:33:00,88.0
2020-11-23 15:34:00,87.0
2020-11-23 15:36:00,90.0
2020-11-23 15:37:00,120.0
2020-11-23 15:38:00,103.0
2020-11-23 15:39:00,86.0
2020-11-23 15:40:00,80.0
2020-11-23 15:41:00,79.0
2020-11-23 15:42:00,81.0
2020-11-23 15:43:00,92.0
2020-11-23 15:44:00,80.0
2020-11-23 15:45:00,76.0
2020-11-23 15:46:00,75.0
2020-11-23 15:47:00,76.0
2020-11-23 15:52:00,77.0
2020-11-23 15:53:00,78.0
2020-11-23 15:55:00,81.0
2020-11-23 15:56:00,80.0
2020-11-23 15:59:00,79.0
2020-11-23 16:00:00,78.0
2020-11-23 16:01:00,77.0
2020-11-23 16:03:00,76.0
2020-11-23 16:04:00,75.0
2020-11-23 16:05:00,74.0
2020-11-23 16:06:00,75.0
2020-11-23 16:07:00,74.0
2020-11-23 16:14:00,73.0
2020-11-23 16:17:00,0.0
2020-11-23 16:24:00,76.0
2020-11-23 16:25:00,75.0
2020-11-23 16:26:00,74.0
2020-11-23 16:27:00,73.0
2020-11-23 16:29:00,72.0
2020-11-23 16:33:00,79.0
2020-11-23 16:34:00,80.0
2020-11-23 16:35:00,70.0
2020-11-23 16:36:00,69.0
2020-11-23 16:37:00,68.0
2020-11-23 16:38:00,89.0
2020-11-23 16:39:00,0.0
2020-11-23 16:55:00,0.0
