timestamp_16,heart_rate
2020-11-27 15:30:00,65.0
2020-11-27 15:31:00,59.0
2020-11-27 15:32:00,57.0
2020-11-27 15:33:00,64.0
2020-11-27 15:34:00,62.0
2020-11-27 15:35:00,60.0
2020-11-27 15:36:00,57.0
2020-11-27 15:38:00,56.0
2020-11-27 15:40:00,55.0
2020-11-27 15:42:00,73.0
2020-11-27 15:43:00,86.0
2020-11-27 15:44:00,87.0
2020-11-27 15:46:00,86.0
2020-11-27 15:48:00,84.0
2020-11-27 15:52:00,83.0
2020-11-27 15:55:00,84.0
2020-11-27 15:56:00,83.0
2020-11-27 15:58:00,84.0
2020-11-27 15:59:00,83.0
2020-11-27 16:05:00,82.0
2020-11-27 16:09:00,83.0
2020-11-27 16:10:00,82.0
2020-11-27 16:11:00,83.0
2020-11-27 16:12:00,82.0
2020-11-27 16:13:00,83.0
2020-11-27 16:14:00,82.0
2020-11-27 16:15:00,83.0
2020-11-27 16:16:00,82.0
2020-11-27 16:22:00,83.0
2020-11-27 16:23:00,82.0
2020-11-27 16:24:00,83.0
2020-11-27 16:25:00,109.0
2020-11-27 16:26:00,108.0
2020-11-27 16:27:00,96.0
2020-11-27 16:28:00,97.0
2020-11-27 16:29:00,0.0
