timestamp_16,heart_rate
2020-12-09 14:28:00,74.0
2020-12-09 14:29:00,72.0
2020-12-09 14:31:00,73.0
2020-12-09 14:32:00,76.0
2020-12-09 14:33:00,81.0
2020-12-09 14:34:00,71.0
2020-12-09 14:35:00,74.0
2020-12-09 14:38:00,73.0
2020-12-09 14:39:00,72.0
2020-12-09 14:40:00,73.0
2020-12-09 14:42:00,69.0
2020-12-09 14:44:00,71.0
2020-12-09 14:45:00,70.0
2020-12-09 14:46:00,69.0
2020-12-09 14:47:00,71.0
2020-12-09 14:48:00,72.0
2020-12-09 14:49:00,71.0
2020-12-09 14:50:00,70.0
2020-12-09 14:52:00,73.0
2020-12-09 14:54:00,71.0
2020-12-09 14:55:00,69.0
2020-12-09 14:56:00,70.0
2020-12-09 14:57:00,73.0
2020-12-09 14:59:00,71.0
2020-12-09 15:00:00,68.0
2020-12-09 15:01:00,70.0
2020-12-09 15:03:00,71.0
2020-12-09 15:04:00,73.0
2020-12-09 15:05:00,72.0
2020-12-09 15:06:00,69.0
2020-12-09 15:07:00,71.0
2020-12-09 15:08:00,73.0
2020-12-09 15:09:00,72.0
2020-12-09 15:10:00,70.0
2020-12-09 15:11:00,72.0
2020-12-09 15:12:00,70.0
2020-12-09 15:14:00,72.0
2020-12-09 15:15:00,75.0
2020-12-09 15:16:00,71.0
2020-12-09 15:19:00,78.0
2020-12-09 15:20:00,100.0
2020-12-09 15:21:00,105.0
2020-12-09 15:22:00,128.0
2020-12-09 15:23:00,97.0
2020-12-09 15:24:00,89.0
2020-12-09 15:25:00,0.0
2020-12-09 15:31:00,84.0
2020-12-09 15:32:00,0.0
2020-12-09 15:33:00,69.0
2020-12-09 15:34:00,0.0
2020-12-09 15:36:00,76.0
2020-12-09 15:37:00,73.0
2020-12-09 15:38:00,81.0
2020-12-09 15:39:00,72.0
2020-12-09 15:40:00,0.0
2020-12-09 15:42:00,77.0
2020-12-09 15:43:00,84.0
2020-12-09 15:44:00,0.0
2020-12-09 15:46:00,99.0
2020-12-09 15:47:00,93.0
2020-12-09 15:48:00,125.0
